Full_CD8_V7_1	Full_CD8_V7_2	Full_CD8_V7_3	Full_CD8_V7_4	Full_CD8_wtIL2_1	Full_CD8_wtIL2_2	Full_CD8_wtIL2_3	Full_CD8_wtIL2_4	Full_CD8_control_1	Full_CD8_control_2	Full_CD8_control_3	Full_CD8_control_4	Full_CD8_Mb_wtIL2_1	Full_CD8_Mb_wtIL2_2	Full_CD8_Mb_wtIL2_3	Full_CD8_Mb_wtIL2_4
MED4	3227.02162540328	3868.98817955817	2580.71004201399	2393.3565181783	5619.76008592919	2841.98802852368	3360.21193424569	2913.20543440836	3462.86666560095	2634.58599706919	2962.91285904303	2793.03212132304	6015.14542859123	2455.05223938712	2251.06478327349	2268.59301914144
ITM2B	2423.4906611242	1831.37017828206	1603.95715387421	1058.79284515779	5495.24959360962	1507.73414105123	1643.87726702316	3152.5192520998	1633.40988880959	1826.5612360633	1816.79792627491	1425.03429627038	4883.78482898888	1746.04662696692	799.779503837688	1240.85163622737
RB1	2239.05257462034	1866.35864825426	1175.90470374189	924.250107927795	7754.62538120625	1327.89597241982	1722.67468973998	1849.24313670659	2041.52672773317	1234.36414148399	1670.57852690724	1263.57720851561	3849.44270404122	1264.82109817494	1064.12610014359	1111.09499005678
LPAR6	6295.40070087666	3551.32970217893	2290.65905746487	1209.21329671928	15278.4167036178	3875.60336136483	3645.51294753071	4507.59489513186	2975.57704499243	2270.97485461654	2863.97398402179	2244.60451346037	12707.855365658	2627.49138720425	1279.79697758297	2482.56258799228
RCBTB2	2177.14328684282	1378.36156706297	1258.54031187554	1096.39795804816	2774.2056884236	1734.80253578787	1854.00372760133	2172.47218917295	2058.49232380851	1338.55680803475	2406.05335007395	2623.67767601505	2594.46178995949	1993.8777742948	913.605800264026	1566.53222496017
CYSLTR2	1.28977682869835	0	0	23.3987369095644	1.39899429572546	78.1115277894013	1.8114350049842	3.1079716583304	78.2302485696458	148.846666501084	20.138001110517	0	7.82407053666914	100.255318498331	61.4062914931558	6.01520876287504
FNDC3A	3853.85316415068	3287.99542817759	1953.50577627956	1232.61203362884	1785.11672134569	1376.03447210399	1660.18018206802	1350.93168082095	921.797386760405	928.165284681759	1282.70311421337	1304.81896462688	1826.13806325858	1151.73309890882	1406.35384663594	948.684353459149
MLNR	0	0	9.91627297603839	0	0	0	0	0	0	0	0	0	0	0	0	0
CDADC1	150.903888957707	442.880369911347	499.945429208602	407.806557566694	409.905328647561	673.030721999376	446.518728728606	338.768910758014	735.175829931611	514.584189903747	599.762206987138	538.775281964294	53.2036796493501	679.330038144688	518.9580488385	419.345982326146
CAB39L	332.762421804175	429.989880974219	214.852581147498	348.474046117442	800.224737154966	173.480253578787	175.709195483468	234.133864927557	369.472981196399	173.300047426262	77.9253086450442	194.801486312823	1211.16611907638	192.490211516795	248.620594825948	194.205311487109
SETDB2	585.558680229052	813.942301458693	123.127056119143	301.676572298313	2439.84605174521	402.365195473311	144.914800398736	503.491408649525	455.243494688421	352.979237702571	592.75768486174	119.337847470919	733.897816339565	389.792678321509	551.907766225071	490.669171943093
PHF11	2321.59829165703	1745.74050177113	1039.55595032136	1228.43368775213	4506.16062653172	1382.39238715661	1296.0817460662	1663.80082775954	984.004572370003	1380.02123656005	1671.45409217291	953.825295594768	3708.60943438117	1291.2885022585	1604.80100816869	1150.62350478424
RCBTB1	794.502526478185	535.876040100632	385.081933902824	417.834587670793	1112.20046510174	666.672806946751	480.935993823305	484.843578699542	903.889257569763	851.615570481202	661.051775584363	866.07687833674	1956.01763416728	276.704679055392	345.972032559	382.395414211342
ARL11	0	0	61.9767061002399	0.835669175341587	0	0	14.4914800398736	2.0719811055536	12.2529304988602	0	41.1515674867087	7.01987338064227	0	28.8735317275192	6.73971491998052	23.2015195139466
EBPL	352.10907423465	118.776648063542	71.8929790762783	141.228090632728	537.213809558578	90.8273578946527	74.2688352043523	164.722497891511	161.173162715776	132.898809375968	72.6719170509962	42.1192402838536	158.046224840717	98.6512334023572	62.155148706487	48.1216701030003
KPNA3	2490.55905621652	1801.90620356862	745.373185365552	1194.17125156313	6860.66802623768	1349.69453831454	1693.69172966023	1509.4382353958	1283.73010303443	1638.37652198693	1100.58553895304	1336.40839483977	4329.8406349927	1081.153354686	1323.97955316951	940.091198083614
SPRYD7	21.926206087872	141.795378308415	58.6712817748938	478.838437470729	254.616961822035	109.90110305253	67.9288126869075	751.09315076318	71.6325167625672	106.319047500774	79.6764391763935	141.274951785426	200.29620573873	113.087999266117	524.948906545149	392.707200661985
TRIM13	868.019805713991	1003.61663867644	885.853719192762	894.166017615498	2403.47220005635	996.37611610434	1213.66145333941	848.476262724199	1163.08586427642	780.381808655683	1165.37736861296	1130.19961428341	1489.7030301818	812.469101110471	653.75234723811	765.650143960237
KCNRG	12.8977682869835	10.1282413077439	9.08991689470185	5.01401505204952	53.1617832375676	39.9640374736472	7.24574001993681	41.439622111072	12.2529304988602	74.423333250542	22.764696907541	0	82.9351476886928	23.2592338916127	29.2054313199156	17.1863107510715
DLEU7	0	0	0	0	0	0	9.05717502492101	0	0	0	0	0	0	0	0	0
RNASEH2B	920.900655690624	785.399075955051	771.816579968321	1021.18773226742	1891.44028782083	698.462382209879	864.054497377464	2249.13549007843	542.899074411036	819.71985623097	858.929525626835	884.504045960926	1386.42529909777	733.86893140778	1322.48183874284	1129.99993188295
C13orf42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM124A	0	0	0	0	0	0	9.96289252741311	0	0	0	0	0	0	0	1.49771442666234	0
SERPINE3	0	0	0	0	0	2.72482073683958	0	0	0	0	0	0	0	0	0	0
INTS6	5868.4845705775	4496.9391406383	2791.43084275481	2080.81624660055	8300.23315653918	1986.39431715605	2771.49555762583	1523.94210313467	2389.32144727774	2704.7565684197	1360.62842285841	2598.23063501022	11260.4023163742	2155.08832644011	2179.1744907937	1892.21281369298
WDFY2	216.682507221323	520.223303534119	178.492913568691	219.780993114837	580.582632726068	261.5827907366	200.163568050754	273.501505933075	223.380348325374	114.824571300836	359.857324192283	206.208780556367	411.546110228797	343.274210538284	271.835168439214	268.106447716716
DHRS12	7.73866097219012	16.5734857763082	17.3534777080672	72.7032182547181	5.59597718290186	26.3399337894493	11.7743275323973	159.542545127627	9.42533115296937	0	3.50226106269861	4.38742086290142	57.8981219713516	14.4367658637596	143.031727746253	75.6197673047148
TMEM272	0	0	0	0	0	0	0	0	0	5.31595237503871	0	0	0	0	0	1.71863107510715
CCDC70	0	0	3.30542432534613	0	0	0.908273578946527	1.8114350049842	0	0	0	0	0	0	0	0	0
ATP7B	0	0	0	2.50700752602476	11.1919543658037	0	20.8315025573183	0	16.9655960753449	0	68.294090722623	41.2417561112733	1.56481410733383	2.40612764395993	0	0
ALG11	882.207350829673	1058.86159126414	418.962533237622	442.904662931041	562.395706881637	490.467732631124	435.6501186987	348.092825733005	434.507766151888	240.28104735175	383.497586365498	135.132562577364	511.694213098162	356.10689130607	473.277758825299	496.684380705968
UTP14C	1015.0543641856	534.034541681043	456.974912979102	346.802707766759	1099.60951644021	332.428129894429	363.192718499332	248.637732666432	263.909272283142	299.819713952183	537.597073124237	551.937544552998	1176.74020871504	400.219231445336	334.739174359032	219.984777613716
NEK5	37.4035280322522	0	29.7488189281152	0.835669175341587	181.86925844431	3.63309431578611	14.4914800398736	3.1079716583304	0	3.18957142502323	0	120.215331643499	4.69444232200148	20.0510636996661	1.49771442666234	0
NEK3	55.4604036340292	175.863099070826	190.888254788739	165.462496717634	4.19698288717639	27.2482073683958	74.2688352043523	89.0951875388048	92.3682452990999	141.40433317603	292.438798735334	160.579603582192	0	198.906551900688	128.05458347963	128.897330633037
THSD1	16.7670987730786	13.8112381469235	2.4790682440096	0.835669175341587	0	0	6.34002251744471	0	0	0	0	0	0	0.802042547986644	0	0
VPS36	919.610878861925	1269.71316030717	1765.92294581617	1356.2910715794	1142.9783396077	2012.7342509455	1595.87423939108	1663.80082775954	2075.45791988386	1681.96733146225	2596.92657799102	2133.16402354267	1641.48999859318	2005.9084125146	1645.23929768858	1588.87442893656
CKAP2	1358.13500061937	1177.63823932768	2993.88808268226	2188.61757021962	3938.16894246718	4168.97572736456	3704.38458519269	2141.39247258965	4596.73400330316	2896.13085392109	6885.44524926547	4647.15617798518	3092.07267609164	4148.16405818692	2594.7902441925	2388.03787886139
HNRNPA1L2	407.569477868679	307.530236071497	86.7673885403359	87.7452634108666	405.708345760385	52.6798675788986	280.772425772551	35.2236787944112	60.322119379004	263.67123780192	169.859661540883	183.394192069279	1120.40690085102	94.641020662424	171.488301852838	133.193908320804
SUGT1	2536.99102204966	3318.38015210082	2406.34890885198	2072.45955484714	3663.96606050499	2081.76304294544	2532.38613696791	2321.65482877281	2734.28856747642	2233.76318799127	2632.82475388368	2296.3760796426	3559.95209418446	1542.32781977832	2205.38449326029	1706.6006575814
CNMD	0	0	0	0	0	0	0	0	0	12.7582857000929	0	0	0	0	0	0
PCDH8	0	0	0	0	0	0.908273578946527	0	0	0	0	0	0	0	0	0.748857213331169	0
OLFM4	0	0	0	0	0	4.54136789473263	9.05717502492101	0	0	0	0	0	0	0	0	0
PRR20A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH17	0	0	0	0	0	3.63309431578611	0.905717502492101	0	0	0	0.875565265674653	0.877484172580284	0	6.41634038389315	0	0
DIAPH3	546.865375368101	639.920700807456	607.371719782351	502.237174380294	1475.93898199036	352.410148631252	725.479719496173	780.10088624093	598.508528213555	683.631475429979	605.015598581185	563.344838796542	1417.72158124445	539.774634795012	595.341484598279	858.456222016024
TDRD3	677.132835066635	779.874580696281	319.799803477238	269.921143635333	2274.76472484961	702.095476525665	531.656173962863	513.851314177293	340.254454622194	789.950522930753	409.764544335738	496.656041680441	2599.15623228149	642.436080937302	314.520029599091	662.532279453808
PCDH20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH9	0	0.920749209794901	0	0	1.39899429572546	6.35791505262569	0	4.1439622111072	0	2.12638095001549	0.875565265674653	0	56.3333078640178	2.40612764395993	1.49771442666234	1.71863107510715
KLHL1	0	0	0	0	0	0	4.5285875124605	0	0	0	0	0	0	0	0	0
DACH1	0	0	0.826356081336532	0	0	0	0	0	0	0	0	0	0	0	0	0
MZT1	1383.93053719333	1427.1612751821	852.799475939301	2681.66238367115	3887.80514782107	984.568559578035	1024.36649531857	5246.25615926172	1012.28056582891	650.672570704738	963.997357507793	685.315138785202	2970.0171757196	771.564931163152	2988.68913840469	3038.53974078945
BORA	904.133556917545	1208.94371246071	808.176247547128	493.044813451536	910.745286517277	677.572089894109	906.623219994593	571.866785132794	952.900979565204	462.487856628368	745.981606354805	577.384585557827	1475.6197032158	688.152506172541	499.48776129189	588.631143224201
DIS3	4874.06663565107	2599.27501925101	1506.4471362765	1443.20066581492	5450.48177614641	1756.60110168258	1599.49710940105	1475.25054715416	2017.96339985074	1807.42380751316	1107.59006107844	1803.22997465248	9930.31032514047	1012.17769555915	1536.65500175556	1341.39155412113
PIBF1	994.41793492643	2102.99119517155	1132.10783143105	885.809325862082	1082.82158489151	942.787974946495	1833.17222504401	899.239799810262	1179.10892723647	1184.39418915863	1456.06503681695	960.845168975411	727.63855991023	1102.00646093365	733.880069064545	970.167241897989
KLF5	21.926206087872	4.60374604897451	90.8991689470185	77.7172333067676	733.073010960143	20.8902923157701	0.905717502492101	54.9074992971704	35.8162583812836	0	44.6538285494073	1.75496834516057	1.56481410733383	48.9245954271853	53.168862146513	16.326995213518
KLF12	1007.31570321341	658.335685003354	240.469619668931	266.578466933966	1702.57605789789	354.226695789145	487.27601634075	203.054148344253	932.165251028671	747.422903930443	290.687668203985	321.159207164384	286.36098164209	508.494975423533	348.967461412325	265.528501104055
TBC1D4	1737.32938825668	1089.24631518737	2013.82977021713	864.081927303201	1415.78222727417	297.913733894461	640.342274261915	439.259994377363	490.117219954407	394.443666227872	547.228291046658	706.374758927128	1223.68463193505	539.774634795012	298.794028119136	722.684367082559
COMMD6	536.547160738515	709.897640751869	2426.18145480406	1755.74093739267	661.724301878145	2898.30099041837	2089.49027824928	3768.933631002	2727.69083566934	2216.75214039114	2259.83395070628	2037.51824873142	413.11092433613	2262.56202787032	1715.63187574171	2060.63865905348
UCHL3	219.26206087872	113.252152804773	193.367323032749	259.057444355892	251.818973230584	188.920904420878	151.254822916181	323.229052466362	136.667301718056	140.341142701022	182.993140526003	115.827910780597	168.999923592053	145.169701185583	176.730302346156	216.547515463501
LMO7	87.704824351488	46.0374604897451	38.838735822817	39.2764512410546	68.5507204905478	117.167291684102	169.369172966023	97.3831119610192	161.173162715776	321.083523452338	269.674101827793	425.579823701438	364.601687008782	151.586041569476	121.314868559649	57.5741410160897
KCTD12	119.949245068947	10.1282413077439	0	70.1962107286933	6.99497147862732	0	0	0	0	5.31595237503871	0	0	37.5555385760119	12.0306382197997	4.49314327998701	25.7794661266073
ACOD1	0	0	0	0	0	0	0.905717502492101	0	0	0	0	0	0	0	0	0
CLN5	73.5172792358061	33.1469715526164	3.30542432534613	71.0318799040349	341.354608157013	29.0647545262889	20.8315025573183	114.994951358225	46.1841226495499	48.9067618503562	87.5565265674653	57.0364712177184	64.1573784006869	35.2898721114124	107.086581506357	135.771854933465
FBXL3	1574.81750784069	1479.64398014041	1284.15735039697	1093.0552813468	4324.29136808741	1356.96072694611	1441.90226396742	1651.36894112622	1711.64013737924	989.830332232208	1549.75052024414	747.616515038402	5821.10847928184	1173.38824770446	1120.29039114343	1122.26609204497
MYCBP2	4590.31573333744	3517.26198141652	1765.09658973483	1146.53810856866	4413.82700301384	1537.70716915647	2416.45429664892	1666.90879941787	1779.50252168062	1373.64209371	1949.88384665745	2086.65736239591	9708.10672189906	1500.62160728301	1510.44499928897	1727.22423048269
SCEL	0	1.8414984195898	0	0	33.5758630974111	5.44964147367916	0	18.6478299499824	0	0	0	0	0	0	0	0
SLAIN1	781.604758191202	687.799659716791	289.224628467786	249.865083427134	878.568417715592	337.877771368108	281.678143275043	577.046737896678	429.795100575403	365.737523402663	348.474975738512	169.354445307995	1527.25856875782	614.36459175777	268.83973958589	315.368802282163
EDNRB	0	0	0	0.835669175341587	0	0	0	0	0	0	0	0	3.12962821466765	0	0	0
POU4F1	0	0	0	0.835669175341587	2.79798859145093	27.2482073683958	0	0	0	0	0	0	0	0	0	0.859315537553577
OBI1	2660.8095976047	2446.43065042505	1361.83482204261	1060.46418350847	3539.45556818542	1244.33480315674	1405.67356386774	1094.0060237323	1640.00762061667	1062.12728453273	918.467963692711	911.706055310915	4922.90518167222	1383.52339527696	949.550946503922	743.307939983844
RBM26	6210.27543018257	3952.77635764951	3329.38865170489	3359.39008487318	9304.71106087006	2977.32079178671	3537.73256473415	3851.81287522414	2899.23186265338	2609.069425669	2150.38829249695	1896.24329694599	7966.46862043651	2580.97291942102	2059.35733666071	2582.2431903485
NDFIP2	7754.1382941345	8681.74429915612	8196.62597077706	7836.9055263534	8855.63389194219	9303.44626914927	9134.16101263284	7582.4148557734	6387.54692236734	4301.66866188133	4636.11808174729	4178.57962982731	8892.83857197814	7180.68693212443	6946.39951085992	8150.60787369568
SPRY2	63.1990646062193	34.0677207624113	59.4976378562303	0	0	8.17446221051874	0	61.1234426138312	25.4483941130173	193.500666451409	124.330267725801	0	0	56.1429783590651	0	8.59315537553577
SLITRK1	1.28977682869835	0.920749209794901	0	0	0	0	11.7743275323973	0	0	0	0	0	4.69444232200148	0	0	0
SLITRK6	0	0	0	0	0	0	0.905717502492101	4.1439622111072	0	0	0.875565265674653	0	3.12962821466765	0	0	0
SLITRK5	1.28977682869835	0	0	0	2.79798859145093	2.72482073683958	23.5486550647946	2.0719811055536	0	0	0	0	0	17.6449360557062	0	0
GPC5	0	0	0	0	2.79798859145093	0	0	0	0	0	1.75113053134931	0	0	0	0	0
GPC6	0	0	0	0	0	0	1.8114350049842	0	0	0	0	0	0	0.802042547986644	0	0
DCT	0	5.52449525876941	0.826356081336532	0	0	0	11.7743275323973	2.0719811055536	40.5289239577683	0	0	0	0	0	1.49771442666234	0
TGDS	762.258105760726	817.625298297872	2655.08208933428	2139.31308887446	1148.57431679061	2478.67859694507	2502.49745938567	2576.5085047559	1869.98570074912	1946.70175973918	1463.06955894235	1749.70344012509	1445.88823517646	2094.93513534111	1669.20272851518	1924.86680412001
GPR180	1287.19727504096	755.014352031819	523.083399486025	570.762046758304	1873.2533619764	668.489354104644	590.52781162485	579.118719002231	805.865813578881	848.425999056179	704.830038868096	379.950646727263	1735.37884503321	489.245954271853	843.962079424227	520.745215757468
SOX21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC4	368.876173007729	153.765118035748	248.733180482296	223.123669816204	1036.65477313257	37.2392167368076	172.992042975991	412.324240005166	283.702467704378	239.217856876742	202.255576370845	99.1557115015721	450.666462912142	158.804424501356	128.05458347963	476.920123342235
CLDN10	0	0	19.0061898707402	0	0	0	0.905717502492101	0	0	0	0	0	1.56481410733383	0	0	0
DZIP1	2.57955365739671	0	0	3.34267670136635	0	0	0	1.0359905527768	0	0	0	0	0	0	8.98628655997403	0
DNAJC3	4289.79773225072	3726.27205203996	2507.99070685638	2430.12596189333	7137.66889679132	2218.91235336637	3053.17370090087	1488.71842434026	2043.41179396376	2937.59528244639	2815.81789440969	2027.86592283304	8459.38506424667	2499.16457952638	2103.53991224725	2193.83256737428
UGGT2	0	0	0	0	4.19698288717639	0	0	0	0	0	0.875565265674653	0	3.12962821466765	0.802042547986644	0	3.43726215021431
HS6ST3	0	0	0	0	0	0	0.905717502492101	0	0	0	0	0	3.12962821466765	0	0	0
OXGR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MBNL2	946.696192264591	601.24923399607	466.891185955141	813.941776782706	982.093995599276	429.613402841707	656.645189306773	712.761500310438	856.762601804916	957.934617981976	539.348203655587	1005.59686177701	726.073745802896	338.461955250364	525.697763758481	1186.71475736149
RAP2A	1222.70843360604	323.18297263801	682.570123183976	447.083008807749	4069.67440626538	751.142249788778	845.940147327622	929.28352584079	1273.36223876616	1383.21080798507	452.667242353796	383.460583417584	2963.75791929027	858.987568893696	500.985475718552	690.030376655523
IPO5	6356.02021182548	5294.30795632068	3673.97913762222	3033.47910648996	6585.06614997976	3420.55829831262	4168.11194646865	3426.02075803288	3165.02620116712	3663.75437687668	3330.65027062638	2772.8499853537	11094.5320209968	2994.82687418213	3089.7848622044	2608.02265647511
FARP1	1.28977682869835	33.1469715526164	38.838735822817	19.2203910328565	2.79798859145093	54.4964147367916	68.8345301893997	71.4833481415992	54.6669206872224	112.698190350821	39.4004369553594	1.75496834516057	0	21.6551487956394	65.8994347731429	22.342203976393
RNF113B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK24	21.926206087872	68.1354415248227	432.184230539006	415.327580144769	121.712503728115	541.33105305213	419.347203653843	238.277827138664	498.60001799208	479.498904228492	472.805243464313	272.897577672468	89.1944041180281	538.170549699038	397.643180278851	338.57032179611
SLC15A1	0	0	0	0	0	0	0	0	0	0	0	0	1.56481410733383	1.60408509597329	0	0
DOCK9	340.501082776365	934.560447941825	700.749956973379	356.830737870858	586.17860990897	335.152950631268	649.399449286836	353.272778496889	456.186027803718	433.781713803159	809.897870749054	766.921166835168	471.009046307482	669.705527568848	530.939764251799	478.638754417343
UBAC2	350.819297405952	287.273753456009	1494.05179505645	1245.98274043431	530.218838079951	1041.78979505167	846.845864830114	497.275465332864	728.578098124533	777.19223723066	1222.28911088182	2162.12100123782	441.277578268139	1189.42909866419	1074.61010113023	1127.42198527029
GPR18	4311.72393833859	2277.01279582279	1876.65466071526	1188.32156733574	2975.66086700806	646.690788209927	1139.39261813506	885.771922624164	1136.69493704811	1153.5616653834	696.949951477024	837.997384814171	2619.49881567683	751.513867463486	870.172081890818	816.349760675899
GPR183	16955.4061900685	13144.615719032	8082.58883155262	5571.40639200236	32874.9669552527	9591.36899367532	6003.09560651764	10030.460531985	7992.68081771803	7861.23037220725	6516.83227241645	5337.73622180587	36976.5573562983	7459.79773882378	6031.29599616923	8230.52421868816
TM9SF2	3505.61342040212	2907.7260045323	2092.3335979441	4559.4110206637	4918.86394377073	2566.78113410288	2468.98591179347	4985.18653996196	2256.42427802087	2484.67614009309	2004.16889312928	2300.7635005055	5113.81250276695	1824.64679666962	5344.59393154455	5384.47115831072
CLYBL	119.949245068947	23.9394794546674	83.4619642149897	216.438316413471	155.288366825527	36.3309431578611	19.9257850548262	181.29834673594	50.8967882260346	28.706142825209	119.952441397428	22.8145884870874	250.370257173412	44.1123401392654	166.995158572851	89.368815905572
ZIC5	0	0	0	0	0	0	0	0	0	0	0	0.877484172580284	0	0	0	0
ZIC2	0	10.1282413077439	0	0	0	0.908273578946527	69.7402476918918	4.1439622111072	0.942533115296937	0	0	2.63245251774085	0	0	21.7168591866039	1.71863107510715
PCCA	103.182146295868	44.1959620701553	12.395341220048	180.504541873783	83.9396577435279	24.5233866315562	29.8886775822393	71.4833481415992	0	60.6018570754413	0	5.2649050354817	209.685090382733	84.2144675385977	260.602310239247	80.7756605300363
GGACT	1.28977682869835	19.3357334056929	7.43720473202879	19.2203910328565	75.5456919691751	26.3399337894493	10.8686100299052	35.2236787944112	0.942533115296937	4.25276190003097	39.4004369553594	49.1391136644959	10.9536987513368	43.3102975912788	19.4702875466104	19.7642573637323
TMTC4	337.921529118968	184.14984195898	91.7255250283551	163.791158366951	209.84914435882	250.683507789241	273.526685752614	148.146649047082	273.334603436112	164.7945236262	366.86184631768	179.006771206378	93.8888464400296	168.428935077195	140.036298892929	206.235729012859
NALCN	2.57955365739671	0	0	0	0	0	0	2.0719811055536	0	0	0	0	0	0	0.748857213331169	0
ITGBL1	0	0	0	0	2.79798859145093	0	1.8114350049842	0	0	0	0	0	0	0	0	0
FGF14	0	0.920749209794901	0.826356081336532	0	0	0	1.8114350049842	0	0	0	0	0	280.101725212755	0	0	0
TPP2	2196.48993927329	1606.7073710921	2032.83596008787	1799.19573451044	2497.20481786995	2344.25410726099	1969.93556792032	1927.97841871762	2150.86056910761	2719.64123506981	2668.72292977634	3264.24112199866	4556.7386805561	1527.89105391456	1617.53158079532	1270.06836450419
METTL21C	0	0	0	0	0	0	0	0	0	0	0	0	0	0.802042547986644	0	0
CCDC168	110.920807268058	174.021600651236	0	26.7414136109308	54.5607775332931	4.54136789473263	21.7372200598104	0	0	0	32.3959148299622	1.75496834516057	283.231353427423	0	131.050012332955	0.859315537553577
TEX30	2404.14400869373	2353.43498023577	3308.72974967148	3166.35050536927	1478.73697058182	2710.28835957644	2172.81628847855	5709.34393635295	2393.09157973892	1633.06056961189	2288.72760447354	2296.3760796426	1780.7584541459	2962.74517226266	2958.73484987145	2965.4979200974
POGLUT2	315.995323031096	34.0677207624113	141.306889908547	131.200060528629	370.733488367248	68.1205184209895	39.8515701096524	127.426837991546	148.920232216916	118.014142725859	59.5384380658764	0.877484172580284	408.416482014129	127.524765129876	295.04974205248	85.0722382178042
BIVM	420.467246155663	211.772318252827	244.601400075614	321.732632506511	516.228895122696	437.787865052226	573.3191790775	474.483673171774	487.289620608517	486.941237553546	315.203495642875	555.44748124332	125.185128586706	354.502806210097	269.588596799221	338.57032179611
BIVM-ERCC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC5	828.036724024342	736.599367835921	480.112883256525	401.956873339303	924.735229474532	833.795145472912	540.713348987784	578.082728449454	764.394356505816	724.032713480273	633.033687082774	744.106578348081	863.777387248273	677.725953048714	499.48776129189	416.768035713485
METTL21EP	0	0	0	0	0	0	0	27.9717449249736	0	0	0	0	0	0	0	0
SLC10A2	0	0	0	0	0	1.81654715789305	0	1.0359905527768	0	0	0	0	7.82407053666914	0	0	0
DAOA	0	0	0	0	4.19698288717639	0.908273578946527	0	0	0	0	0	0	0	0	2.24657163999351	0
EFNB2	59.3297341201242	3.6829968391796	26.443394602769	0	2.79798859145093	1.81654715789305	10.8686100299052	0	0	0	0	0	1.56481410733383	15.2388084117462	1.49771442666234	0
ARGLU1	4898.57239539634	3129.62656409287	2036.14138441322	1614.51284675995	7770.01431845923	2069.04721284019	2060.50731816953	2612.76817410309	2948.24358464882	3080.06280609743	2115.36568186996	2887.80041196171	7173.10786801826	2303.46619781764	2050.37105010074	1997.90862481207
NALF1	0	0	0	0	2.79798859145093	0	0	0	0	0	0	0	0	0	0	0
LIG4	2017.21096008422	2312.92201500479	919.73431852756	926.75711545382	6177.95880992365	1613.09387620903	2057.79016566205	494.167493674534	1665.45601472969	406.138761452958	777.501955919092	1230.23280995756	6584.73776366075	1247.97820466722	808.765790397662	1062.11400441622
ABHD13	1069.22499099093	822.229044346847	488.376444069891	796.392724100532	2062.11759189933	622.167401578371	533.467608967847	288.00537367195	421.312302537731	463.551047103376	513.956810951022	483.493779091736	2146.92495526201	666.497357376901	1264.81983331634	529.338371133004
TNFSF13B	730.013685043268	251.364534274008	220.637073716854	347.6383769421	331.561648086935	286.106177368156	507.201801395576	490.023531463426	320.461259200959	231.775523551688	244.282709123228	123.72526833382	1159.52725353437	238.206636752033	352.71174747898	716.669158319684
MYO16	0	0	0	0	2.79798859145093	2.72482073683958	0	0	0	1.06319047500774	0	0	0	0	0	0
IRS2	223.131391364815	192.436584847134	34.7069554161343	32.5910978383219	374.930471254424	114.442470947262	115.931840318989	96.3471214082424	168.713427638152	95.6871427506968	82.3031349734174	219.371043145071	65.7221925080207	74.5899569627579	2.99542885332467	6.87452430042862
COL4A1	0	0	0	0	1.39899429572546	3.63309431578611	0	30.0437260305272	0	0	0	0	0	0	0	0
COL4A2	0	0	4.95813648801919	0	1.39899429572546	1.81654715789305	1.8114350049842	15.539858291652	0	1.06319047500774	31.5203495642875	5.2649050354817	0	0	0	3.43726215021431
RAB20	0	0	0	55.1541655725447	0	0	0	0	0	0	0	0	0	0	0	0
NAXD	139.295897499422	71.8184383640023	486.723731907217	564.912362530913	132.904458093919	278.839988736584	176.61491298596	360.524712366326	201.702086673545	227.522761651657	1145.23936750245	424.702339528857	100.148102869365	332.847657414457	554.154337865065	692.608323268183
CARS2	38.6933048609506	54.3242033778992	55.3658574495477	192.203910328565	37.7728459845875	63.5791505262569	75.1745527068444	238.277827138664	17.9081291906418	36.1484761502632	84.9298307704414	53.5265345273973	54.768493756684	55.3409358110785	109.333153146351	219.125462076162
ING1	268.273580369257	133.508635420261	215.678937228835	406.135219216011	257.414950413485	350.593601473359	197.446415543278	227.917921610896	118.759172527414	120.140523675875	129.583659319849	153.55973020155	230.027673778073	158.002381953369	368.437748958935	313.650171207056
ANKRD10	4436.83229072233	3509.89598773816	3532.67224771368	2964.95423411195	5534.42143388994	3483.22917525993	3519.6182146843	1781.9037507761	5483.65766479758	3750.93599582732	3294.75209473372	3824.07602410488	5952.55286429788	2520.81972832202	2847.90398229844	3014.47890573795
ARHGEF7	432.075237613948	324.103721847805	430.531518376333	931.771130505869	240.62701886478	427.796855683814	353.229825971919	469.30372040789	292.185265742051	453.982332828306	562.112900563127	738.841673312599	143.962897874712	624.791144881596	644.017203464805	885.954319217738
TEX29	9.02843780088847	0	0	5.01401505204952	0	19.9820187368236	0	0	0	0	0	0.877484172580284	0	4.81225528791987	0	0
SOX1	0	0	0	0	0	1.81654715789305	0	3.1079716583304	0	0	0.875565265674653	0	0	0	0	0
SPACA7	0	0	0	0	0	2.72482073683958	0	0	0	0	0	0	0	0	0	0
