dualCAR_CD8_monomer_1	dualCAR_CD8_monomer_2	dualCAR_CD8_monomer_3	dualCAR_CD8_monomer_4	dualCAR_CD8_control_1	dualCAR_CD8_control_2	dualCAR_CD8_control_3	dualCAR_CD8_control_4	dualCAR_CD8_V9_Mb_1	dualCAR_CD8_V9_Mb_2	dualCAR_CD8_V9_Mb_3	dualCAR_CD8_V9_Mb_4	dualCAR_CD8_V7_1	dualCAR_CD8_V7_2	dualCAR_CD8_V7_3	dualCAR_CD8_V7_4
ADCY5	7.9157746846392	0	0	1.47080411870142	0	0	10.5079745924902	0	0	1.4855101408109	0	0	0	46.9699495959825	0	2.17084799999118
HACD2	364.125635493403	19.307650401664	210.132794899873	116.193525377412	667.782584565309	125.101321956184	145.798147470801	107.991616821348	323.541102910032	257.736009430691	124.64593714743	186.047040798531	245.628385086629	84.5459092727684	143.144814264696	183.074847999256
MYLK	23.7473240539176	25.5359247247814	38.0103690433218	80.8942265285781	0	40.211139200202	41.37514995793	8.02640395293805	55.6086270626618	0	4.95281869459985	195.085763428419	0	112.727879030358	43.1061088410732	5.06531199997942
CCDC14	2497.42691300367	922.407427253688	991.855478998379	1141.3439961123	5497.04471930251	1702.90983152601	1279.34590663568	1427.24055744971	3950.23465334217	845.2552701214	1293.51114907299	1518.5054018212	3012.42359068507	629.397324586165	1407.0484583973	856.76134399652
ROPN1	0	0	0	0	0	0	0.656748412030635	0	0	0	0	0	0	28.1819697575895	0	0.72361599999706
KALRN	0	0	7.88894451842528	64.7153812228625	28.7456079448643	19.1481615239057	0	0	45.4979675967233	20.0543869009471	1.65093956486662	3.01290754329604	0.926899566364636	206.667778222323	0	7.2361599999706
UMPS	393.8097905608	1552.70878875317	1062.85597966421	950.139460681117	276.400076392926	1088.89211865944	828.816495982662	1000.38180177073	532.831753854959	1562.75666813306	1042.56833521327	1257.8888993261	369.83292697949	16129.4806912604	1056.50632801046	816.962463996681
ITGB5	0	0	0.717176774402298	8.82482471220852	0	1.27654410159371	0	0	0	1.4855101408109	0	19.5838990314243	0	0	0	0
MUC13	0	0	1.4343535488046	0	0	1.27654410159371	0	0	1.01106594659385	0	0	0	0	0	2.43996842496641	0
HEG1	1636.58641604915	1102.40455519178	1794.37628955455	1369.31863451102	428.972918561821	454.449700167362	260.729119576162	420.291697899302	2108.07249864818	1994.29736403863	1291.86020950813	613.126685060745	2113.33101131137	7834.58759260987	2018.66721025554	1084.70038399559
SLC12A8	14.8420775336985	33.0098539125222	418.831236250942	288.277607265478	2.21120061114341	0	7.88098094436763	55.4551545839356	120.316847644668	253.279479008258	51.1791265108651	33.1419829762565	63.0291705127953	28.1819697575895	0	227.939039999074
ZNF148	1099.30320932927	678.881901219797	1136.72518742764	873.657646508644	6538.52020715106	530.404074212188	839.981218987183	836.93503036545	2508.45461349934	589.747525901926	810.611326349509	582.997609627784	684.978779543466	1841.22202416251	924.748033062269	549.948159997766
SNX4	835.114229229435	494.524981255522	307.668836218586	770.701358199544	1844.1413096936	342.752091277912	740.155460358526	595.413238690677	1260.79923540253	611.287422943684	475.470594681586	470.013576754183	831.428911029079	93.9398991919649	362.741972511673	848.077951996555
OSBPL11	439.325494997475	383.03887087172	364.325801396368	132.372370683128	1175.25312482272	342.113819227115	147.111644294862	245.170157107926	96.0512649264158	128.496627180143	253.419223207026	196.592217200067	473.645678412329	37.575959676786	258.636653046439	400.883263998372
ROPN1B	0	0	0	0	0	0	0	0	0	0	0	14.3113108306562	0	9.39398991919649	0	0
SLC41A3	75.1998595040724	165.049269562611	142.718178106057	136.784783039232	18.795205194719	121.9099617022	88.6610356241358	134.989521026685	242.655827182524	207.22866464312	101.532783239297	61.0113777517448	50.979476150055	84.5459092727684	113.051870356777	61.5073599997501
ALDH1L1	0	0	0	8.82482471220852	1.1056003055717	1.27654410159371	0	0	0	0	1.65093956486662	6.77904197241609	0	46.9699495959825	0	2.17084799999118
KLF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP100	0	0	0	7.3540205935071	0	0	0	0	0	0	0	0.75322688582401	0	0	0	0.72361599999706
ZXDC	84.1051060242915	46.7120574233805	143.43535488046	48.5365359171469	18.795205194719	45.3173156065768	116.244468929422	57.6441738438278	122.338979537856	92.8443838006811	85.0233875906307	146.879242735682	129.765939291049	18.787979838393	60.9992106241602	76.7032959996884
UROC1	0	0	0	0	0	15.9568012699214	0	0	0	0	0	0	0	9.39398991919649	0	1.44723199999412
CHST13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf22	0	0	0	0	0	0	0	0	0	0	0	1.50645377164802	0	0	4.06661404161068	0.72361599999706
TXNRD3	0	0	0	0	0	0	0	0	2.0221318931877	0	0	16.5709914881282	0	28.1819697575895	0	0
CHCHD6	0	6.22827432311741	12.1920051648391	25.0036700179241	0	14.6802571683277	84.720545151952	78.804693356119	0	12.6268361968926	20.6367445608327	33.1419829762565	0.926899566364636	37.575959676786	11.3865193165099	2.89446399998824
PLXNA1	1.9789436711598	4.98261945849392	11.4748283904368	69.1277935789667	1.1056003055717	2.55308820318743	5.91073570827572	27.7275772919678	0	7.42755070405449	29.7169121675991	18.8306721456003	1.85379913272927	18.787979838393	13.0131649331542	99.1353919995973
PRR23E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPRA1	3.9578873423196	33.0098539125222	7.17176774402298	4.41241235610426	2.21120061114341	43.4024994541862	86.0340419760132	36.4836543315366	7.07746162615696	13.3695912672981	42.0989589040987	107.711444672833	3.70759826545855	28.1819697575895	51.2393369242946	31.8391039998707
MCM2	314.652043714408	337.572468312963	656.216748578103	600.08808043018	44.2240122228681	527.212713958203	472.202108250027	631.167219935583	100.095528712791	496.16038703084	630.658913779047	542.323357793288	114.00864666285	535.4574253942	623.005271174756	974.71075199604
PODXL2	0	0	0	0	0	0	0	0.729673086630732	0	0	0.825469782433308	1.50645377164802	0	18.787979838393	0	1.44723199999412
ABTB1	2.9684155067397	10.5880663492996	28.6870709760919	136.784783039232	4.42240122228682	42.1259553525925	254.818383867887	187.525983264098	13.1438573057201	18.5688767601362	64.386643029798	30.8823023187844	0.926899566364636	18.787979838393	30.9062667162412	115.054943999533
MGLL	0	6.22827432311741	0	23.5328658992227	0	0	4.59723888421445	0.729673086630732	0	17.8261216897308	8.25469782433308	3.01290754329604	0	93.9398991919649	8.13322808322136	2.17084799999118
KBTBD12	0	0.622827432311741	0	0	0	0	0	0	0	0	0	0	0	37.575959676786	0	0
SEC61A1	76.1893313396523	127.679623623907	395.881579470069	1141.3439961123	8.84480244457363	130.207498362559	757.230919071323	936.170570147229	28.3098465046278	88.3878533782484	927.002565672605	442.144181978694	203.91790460022	1183.64272981876	887.335183879451	1848.11526399249
RUVBL1	30.6736269029769	86.5730130913319	586.65060146108	838.35834765981	30.9568085560077	185.098894731088	959.509429976758	892.390184949385	59.6528908490372	205.000399431904	1179.5963190972	804.446314060043	23.1724891591159	7364.88809665005	1175.25145802549	1070.95167999565
EEFSEC	1.9789436711598	6.85110175542915	19.3637729088621	1.47080411870142	1.1056003055717	1.27654410159371	26.9266848932561	33.5649619850137	2.0221318931877	13.3695912672981	55.3064754230316	40.6742518344966	0	0	17.0797789747649	60.060127999756
DNAJB8	0	0	0	1.47080411870142	0	0	0	0	0	0	0	0	0	65.7579294343754	0	0
GATA2	0	0	0	0	0	0	0	2.1890192598922	0	0	0	0	0	9.39398991919649	0	0
RPN1	175.136514897642	1054.44684290378	629.681207925218	2772.46576375218	186.846451641618	787.627710683321	2122.61086768301	2051.11104651899	216.368112571084	1040.59985363803	775.116125704876	985.97399354363	254.897380750275	695.15525402054	849.10901188831	2869.13743998834
RAB7A	779.703806436961	855.764891996331	1008.35054480963	4282.98159365854	692.105791287887	630.612786187294	4555.86373425652	4157.67724762191	1004.99955091429	1284.22351673102	1233.25185495536	2181.34506134633	976.952142948327	4518.50915113351	779.976573180929	4680.34828798099
ACAD9	60.3577819703739	137.022035108583	139.132294234046	338.284947301327	40.907211306153	136.590218870527	197.681272021221	242.981137848034	42.4647697569417	127.011117039332	158.490198227195	129.55502436173	158.499825848353	46.9699495959825	50.4260141159724	176.562303999283
CFAP92	1.9789436711598	0	0	2.94160823740284	0	22.33952177789	1.31349682406127	0	0	0	0	0	0.926899566364636	18.787979838393	0.813322808322136	3.6180799999853
EFCC1	0	0	1.4343535488046	0	0	0	0	0	0	0	0	0	0	37.575959676786	1.62664561664427	0
GP9	0	0	0	1.47080411870142	0	0	0	0	0	0	0	0	0	0	0	0
RAB43	0	0	0	0	0	0	1.31349682406127	0	0	0	0	0	0	0	0	0
ISY1-RAB43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISY1	102.90507090031	890.020400773477	502.023742081609	500.073400358483	5.52800152785852	472.321317589674	457.753643185353	430.507121112132	62.6860886888187	516.214773931787	518.395023368118	296.77139301466	53.7601748491489	65.7579294343754	514.833337667912	369.044159998501
CNBP	2694.33180828407	6066.33919071635	10763.3890302297	7818.79469501675	4943.13896621109	7328.00141519871	10066.6396596056	9240.57996909159	4070.55150098684	5954.66739944048	9867.66577920777	8363.07811330399	4749.4333780524	23193.7611104961	12952.9790453383	10161.7394879587
COPG1	289.915247824911	1210.77652841402	959.582524150275	1147.22721258711	78.497621695591	579.551022123546	688.929084220137	858.095549877741	247.711156915493	1202.52045898642	638.913611603381	270.40845201082	213.186900263866	159.69782862634	688.071095840527	1138.97158399537
HMCES	45.5157044366754	581.720821779166	678.449228584574	563.317977462644	6.63360183343022	611.464624663388	637.045959669716	691.000413039303	34.3762421841909	604.602627310035	600.116531829015	507.674921045383	29.6607861236684	573.033385070986	714.097425706836	442.852991998201
H1-10	4.9473591778995	4.98261945849392	7.88894451842528	11.7664329496114	15.4784042780039	10.8506248635466	9.1944777684289	8.02640395293805	9.09959351934466	12.6268361968926	12.3820467364996	15.8177646023042	5.56139739818782	28.1819697575895	6.50658246657709	10.8542399999559
EFCAB12	0	0	0	10.2956288309099	0	26.807426133468	1.31349682406127	0	0	0	0	3.01290754329604	0	18.787979838393	0	0
MBD4	449.220213353274	296.465857780388	706.419122786264	500.073400358483	720.851399232751	298.073047722132	1203.81983925215	995.274090164318	556.086270626618	361.721719287453	1067.33242868627	1135.11291693678	534.821049792395	112.727879030358	827.962618871935	931.293791996217
IFT122	20.7789085471779	333.835503719093	100.404748416322	129.430762445725	25.4288070281492	183.822350629495	294.880037001755	164.906117578545	0	206.485909572715	153.537379532595	48.9597475785607	0	37.575959676786	174.864403789259	138.934271999436
RHO	0	0	0	0	0	0	0	0	0	0	0	2.25968065747203	0	0	0	0
H1-8	0	0	0	7.3540205935071	0	0	0	0	0	0	0	0	0	0	0	0
PLXND1	0	0	1.4343535488046	0	1.1056003055717	0.638272050796856	0	0	0	0	0	0.75322688582401	0	37.575959676786	0	0
TMCC1	164.252324706263	16.816340672417	119.768521325184	23.5328658992227	697.633792815745	65.7420212320762	34.8076658376237	21.1605195122912	246.7000909689	104.728464927168	151.060970185295	23.3500334605443	418.031704430451	46.9699495959825	76.4523439822808	0
TRH	0	0	0	2.94160823740284	0	0	0	0	2.0221318931877	0	0	0	0	0	0	0
ALG1L2	0	0	0	0	0	0	0	0.729673086630732	0	0	0	1.50645377164802	0	0	0	0
COL6A5	0	0	0	1.47080411870142	1.1056003055717	0	1.97024523609191	0	0	0	1.65093956486662	0	0	28.1819697575895	0	9.40700799996179
COL6A6	0	0	0	0	2.21120061114341	0	0	0	0	0	0	0	0	46.9699495959825	0	0
PIK3R4	765.851200738842	458.400990181441	208.698441351069	189.733731312483	1316.7699639359	607.634992358607	694.183071516382	579.360430784801	793.686768076173	706.360071955582	403.654723609888	240.279376577859	1338.44297383054	253.637727818305	637.645081724555	473.244863998078
ATP2C1	1671.21793029445	725.593958643178	1022.69408029768	819.237894116691	2976.27602259903	723.162233552838	298.820527473939	629.707873762322	2425.54720587865	346.123862808939	629.007974214181	548.34917287988	2254.2197453988	9337.62597968131	713.284102898513	706.249215997131
ASTE1	125.662923118647	757.358157691076	428.871711092574	283.865194909374	229.964863558914	795.286975292883	487.964070138762	348.054062322859	326.574300749814	229.511316755284	203.065566478594	444.403862636166	101.95895230011	65.7579294343754	677.497899332339	668.621183997284
NEK11	0	6.22827432311741	0.717176774402298	0	87.3424241401646	59.3593007241076	1.31349682406127	21.890192598922	6.0663956795631	53.4783650691923	1.65093956486662	1.50645377164802	164.988122812905	56.3639395151789	0.813322808322136	0.72361599999706
NUDT16	10.8841901913789	31.141371615587	51.6367277569655	8.82482471220852	26.5344073337209	50.4234920129517	47.9426340782364	102.883905214933	36.3983740773786	7.42755070405449	53.655535858165	27.8693947754884	38.9297817873147	1061.5208608692	95.1587685736899	25.3265599998971
MRPL3	839.072116571755	582.966476643789	496.286327886391	1625.23855116507	1448.33640029893	310.838488738069	1473.74343659675	1884.74558276718	1362.91689600851	479.81977548192	1022.75706043487	1573.49096448636	1214.23843193767	197.273788303126	810.069517088848	2207.75241599103
CPNE4	7.9157746846392	1.24565486462348	38.7275458177241	0	0	1.27654410159371	0	0	11.1217254125324	0	0	0	0	122.121868949554	0	0
ACP3	0	0	0.717176774402298	0	0	0	0.656748412030635	0	1.01106594659385	1.4855101408109	0.825469782433308	3.01290754329604	0	75.1519193535719	0	0
DNAJC13	1421.87102772832	596.668680154647	699.964531816643	263.273937247554	2004.4533540015	824.009217578742	382.88432421386	604.169315730246	1102.0618817873	437.482736468809	422.640528605854	865.457691811788	1446.8902230952	263.031717737502	354.608744428451	65.1254399997354
ACAD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17084799999118
NPHP3-ACAD11	5.9368310134794	0	1.4343535488046	0	0	1.27654410159371	0	0	10.1106594659385	0.742755070405449	1.65093956486662	0	0	0	0	0
ACKR4	14.8420775336985	0.622827432311741	0	5.88321647480568	0	0	1.97024523609191	0.729673086630732	0	5.94204056324359	0	23.3500334605443	0	0	0	0
UBA5	965.724511525982	622.82743231174	636.135798894839	563.317977462644	2162.55419769825	519.553449348641	483.366831254548	585.927488564478	1936.19128772722	612.772933084495	499.409218372151	552.115307309	745.227251357168	187.87979838393	527.033179792744	662.832255997307
NPHP3	444.272854175375	424.145481404295	220.173269741506	241.211875467033	1351.04357340862	460.194148624533	156.306122063291	225.468983768896	521.710028442427	285.217947035692	146.933621273129	303.550434987076	374.467424811313	28.1819697575895	218.783835438655	113.607711999538
TMEM108	0.989471835579899	0	0	4.41241235610426	0	1.91481615239057	4.59723888421445	0	3.03319783978155	0	0	0	37.0759826545855	28.1819697575895	0	1.44723199999412
BFSP2	0	14.32503094317	0	0	0	0	17.7322071248272	31.3759427251215	1.01106594659385	0	5.77828847703316	8.28549574406411	0	9.39398991919649	0	0
CDV3	7752.51183176851	5226.14498452781	4478.76895614235	3278.42238058547	21713.9900014283	4255.35976266264	3233.17243242682	2994.57834753252	8004.60909918352	4813.05285622731	4005.17938436641	3635.07295098667	12990.4974226004	5373.36223378039	5533.84838782381	2682.4445119891
TOPBP1	3062.41533111979	1209.5308735494	1275.14030488729	941.314635968909	5006.15818362867	1243.99222700307	914.850537958675	852.987838271326	1955.40154071251	1482.53912052928	672.757872683146	1155.45004285403	4704.01529930053	197.273788303126	915.801482170725	600.60127999756
TF	0	0	9.32329806722988	4.41241235610426	0	47.8704038097642	0	0	3.03319783978155	0	0	0	2.78069869909391	46.9699495959825	0	11.577855999953
SRPRB	1142.83997009478	904.345431716647	947.390518985436	1291.36601621985	1627.44364980155	801.669695800852	918.134280018828	893.849531122647	1419.53658901777	751.668131250314	1097.8748106363	1271.44698327093	1522.8959875371	11620.3655300461	1581.09953937823	1091.21292799557
RAB6B	4.9473591778995	0	0	4.41241235610426	12.1616033612887	0	15.1052134767046	7.29673086630732	10.1106594659385	0	11.5565769540663	2.25968065747203	0	46.9699495959825	0	0
SLCO2A1	0	0	0	0	0	0	0	0	0	0	0	0.75322688582401	0	9.39398991919649	0	1.44723199999412
RYK	121.705035776328	131.416588217777	58.8084955009885	75.0110100537724	319.518488310222	126.377866057778	59.1073570827572	34.2946350716444	106.161924392354	0.742755070405449	99.8818436744303	104.698537129537	2.78069869909391	84.5459092727684	200.890733655568	139.657887999433
AMOTL2	0	0	0	7.3540205935071	0	0	0	0	0	0	0	0	0	18.787979838393	0	0.72361599999706
ANAPC13	1039.93489919447	617.221985420935	666.974400194138	438.299627373023	1097.8611034327	1004.00193590346	698.123561988565	543.606449539895	384.205059705663	552.609772381654	451.53197099102	650.788029351945	1071.49589871752	5946.39561885138	780.789895989251	636.782079997413
CEP63	468.020178229292	480.822777744664	374.366276238	525.077070376407	1417.37959174292	457.641060421346	306.701508418307	450.208294451162	516.654698709458	366.921004780292	472.994185334286	622.165407690633	480.133975376882	56.3639395151789	269.209849554627	521.003519997884
EPHB1	0	24.2902698601579	0	14.7080411870142	0	0	0	2.91869234652293	0	0	0	0.75322688582401	0	56.3639395151789	0	3.6180799999853
KY	0	0	0	4.41241235610426	0	2.55308820318743	0	0	0	0	0	0	0	93.9398991919649	1.62664561664427	0
PPP2R3A	0	0	32.2729548481034	7.3540205935071	18.795205194719	1.91481615239057	9.1944777684289	28.4572503785985	0	0	11.5565769540663	104.698537129537	0	65.7579294343754	2.43996842496641	1.44723199999412
MSL2	586.75679849888	344.423570068393	331.335669773862	320.63529787691	1369.83877860334	400.834847900426	490.591063786885	276.546099833047	308.375113711124	279.275906472449	193.159929089394	237.266469034563	1040.90821302749	112.727879030358	287.916274146036	84.6630719996561
PCCB	247.367958894975	203.041742933627	196.50643618623	207.3833807369	55.2800152785852	306.370584382491	622.597494605042	730.402759717363	374.094400239725	118.098056194466	245.164525382693	120.516301731842	246.555284652993	56.3639395151789	124.438389673287	353.848223998563
STAG1	696.588172248249	1175.89819220457	684.903819554195	661.861853415639	75.1808207788759	849.540099610616	541.160691513244	476.476525569868	323.541102910032	679.620889420985	279.834256244891	277.187493983236	114.935546229215	2780.62101608216	773.469990714352	502.913119997957
SLC35G2	99.9366553935699	8.71958405236437	26.535540652885	25.0036700179241	399.121710311385	135.313674768934	47.9426340782364	69.3189432299195	213.334914731302	37.8805085906779	16.5093956486662	115.243713531074	15.7572926281988	93.9398991919649	18.7064245914091	273.526847998889
NCK1	374.020353849202	581.097994346854	618.923556309184	817.76708999799	1243.80034376817	744.863483279931	1016.64654182342	1151.42413070329	370.050136453349	155.235809714739	410.258481869354	821.017305548171	580.239128544262	939.398991919649	226.917063521876	630.993151997437
IL20RB	30.6736269029769	65.3968803927328	0	5.88321647480568	0	0	2.62699364812254	34.2946350716444	8.08852757275081	117.355301124061	12.3820467364996	44.4403862636166	0.926899566364636	37.575959676786	0.813322808322136	0
SOX14	0	0	0	0	0	0	0	0	0	0	0	0	0	18.787979838393	0	0
CLDN18	0	0	0	0	0	24.2543379302805	0	0	0	0.742755070405449	1.65093956486662	3.01290754329604	1.85379913272927	65.7579294343754	0	1.44723199999412
DZIP1L	0	0	0	2.94160823740284	0	7.02099255876542	0	0	0	0.742755070405449	0	0	0	112.727879030358	0	0
A4GNT	0	0	0	0	0	0	0	0	0	0	0	0	0	18.787979838393	0	0
DBR1	370.062466506882	287.746273728024	298.345538151356	398.587916168085	190.163252558333	259.138452623524	469.575114601904	545.065795713157	112.228320071917	344.638352668128	140.329863013662	357.782770766405	192.795109803844	37.575959676786	300.92943907919	577.445567997654
ARMC8	2836.81575260757	1920.1769738171	1857.48784570195	1581.11442760403	2831.44238256913	2288.84357415753	1552.55324604042	1759.24181186669	2228.38934629285	1629.60462446955	1484.19466881509	1892.10593718991	5288.88892567662	5185.48243539646	2357.82282132587	1740.29647999293
NME9	13.8526056981186	0	0	5.88321647480568	0	39.5728671494051	7.88098094436763	13.1341155593532	1.01106594659385	20.7971419713526	1.65093956486662	51.9726551218567	103.812751432839	18.787979838393	0	0.72361599999706
MRAS	0	0	0	2.94160823740284	0	0	0	0	0	0	0	0	0	0	1.62664561664427	0
ESYT3	0	0	0	0	0	6.38272050796856	0	0	1.01106594659385	0	0	4.51936131494406	0	46.9699495959825	0	0
CEP70	200.86278262272	492.033671526275	98.2532180931149	2.94160823740284	1.1056003055717	238.713746998024	174.695077600149	72.2376355764425	130.427507110607	25.9964274641907	126.296876712296	354.769863223109	6.48829696455245	37.575959676786	59.3725650075159	297.406175998792
FAIM	16.8210212048583	108.371973222243	151.324299398885	141.197195395336	36.4848100838662	88.0815430099662	169.441090303904	185.336964004206	235.578365556367	31.9384680274343	141.155332796096	122.775982389314	24.0993887254805	18.787979838393	76.4523439822808	56.4420479997707
PIK3CB	272.104754784472	208.024362392121	60.9600258241954	267.686349603658	1789.96689472059	293.605143366554	82.7502999158601	189.71500252399	108.184056285542	189.402542953389	309.551168412491	101.685629586241	177.037817175646	0	71.572407132348	32.5627199998677
FOXL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXL2NB	0.989471835579899	0.622827432311741	0	14.7080411870142	0	0	0	0	0	0	0	0	0	0	0	1.44723199999412
PRR23A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS22	317.620459221148	1001.50651115728	671.277460840551	900.132120645269	374.798503588808	534.233706516969	684.331845335922	600.520950297092	223.445574197241	759.095681954368	601.767471393882	925.715842677709	363.344630014937	131.515858868751	862.935499629787	601.324895997557
PRR23B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR23C	0	0	0	0	2.21120061114341	0	0	0	2.0221318931877	1.4855101408109	0	0	0	9.39398991919649	0	0
COPB2	6982.70274368735	3781.80816899689	3804.62278820419	2598.91087774541	5668.41276666613	3350.2899946327	2679.53352108499	2665.49578546206	3648.93700125721	2882.63242824355	2027.3537856562	1500.42795656143	10177.3572386837	4725.17692935584	2892.98922920184	2217.15942399099
RBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	75.1519193535719	0	0
NMNAT3	0	0	0	0	5.52800152785852	0	0	2.91869234652293	1.01106594659385	0	0	0	0	9.39398991919649	0	17.3667839999295
CLSTN2	0	0	0	1.47080411870142	4.42240122228682	0	0	0	0	0	0	0	0	9.39398991919649	0	0
TRIM42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A36	680.756622878971	301.448477238882	621.07508663239	557.434760987838	2807.11917584656	440.407715049831	352.673897260451	518.79756459445	1843.17322064059	597.917831676386	377.239690572022	479.052299384071	1552.55677366077	122.121868949554	577.459193908717	342.993983998607
SPSB4	0	0	1.4343535488046	0	0	0	0	0	0	0	0	0	0	46.9699495959825	0	0
PXYLP1	238.462712374756	21.1761326985992	100.404748416322	91.189855359488	15.4784042780039	26.807426133468	164.187103007659	186.066637090837	390.271455385226	50.5073447875705	47.0517775986986	33.8952098620805	215.96759896296	37.575959676786	56.1192737742274	79.5977599996767
ZBTB38	1048.84014571469	313.282198452805	130.526172941218	551.551544513033	2762.89516362369	393.175583290864	646.240437438145	499.826064342051	525.754292228802	621.68599392936	408.607542304488	301.290754329604	780.449434879024	2376.67944955671	137.451554606441	124.461951999494
RASA2	1594.03912711922	2019.82936298697	843.399886697103	861.891213559032	7193.0355880495	1692.69747871326	577.281854174929	322.515504290783	3333.48442591993	1505.56452771184	951.766659145604	1088.4128500157	2631.4678689092	253.637727818305	1112.62560178468	1743.19094399292
RNF7	423.493945628197	557.430551919008	1361.91869458996	1420.79677866557	530.688146674418	664.441204879528	1285.91339075598	1049.26989857499	678.425250164474	513.243753650165	1112.7332667201	1720.37020722204	366.125328714031	3813.95990719378	1015.84018759435	989.183071995982
GRK7	0	0	0	8.82482471220852	0	0	0	0	0	0	0	0	0	0	0	0
ATP1B3	852.924722269873	604.7654367747	333.487200097069	420.649977948606	2013.29815644607	487.639846808798	257.445377516009	295.517600085446	1560.07475559431	528.098855058274	463.914017727519	619.152500147337	1385.71485171513	1183.64272981876	554.686155275697	397.265183998386
TFDP2	296.84155067397	419.785689378113	311.971896865	133.843174801829	665.571383954166	576.997933920358	331.00119966344	417.373005552779	340.729224002128	468.678449425838	337.617141015223	338.198871734981	202.991005033855	150.303838707144	300.92943907919	131.698111999465
GK5	506.609579816909	637.152463254911	568.00400532662	158.846844819753	707.58419556589	592.316463139483	266.639855284438	224.009637595635	743.13347074648	501.359672523678	457.310259468053	289.992351042244	365.198429147667	140.909848787947	108.985256315166	483.375487998036
XRN1	3160.3730428422	1710.90695656035	1708.31507662627	3104.8674945787	7271.5332097451	1664.6135084782	950.97170062036	1260.8750936979	2508.45461349934	2298.82694290486	1488.32201772725	1444.68916701045	2403.4505755835	291.213687495091	1514.40706909582	806.831839996722
ATR	1869.11229741043	964.759692650886	253.163401364011	726.577234638502	2832.54798287471	820.817857324757	618.657004132859	261.222965013802	2026.17615697408	464.221919003405	624.055155519581	538.557223364167	2047.52114209948	4086.38561485047	658.79147474093	693.224127997184
PLS1	0	56.0544689080566	1.4343535488046	195.616947787289	194.58565378062	70.2099255876542	47.2858856662058	22.6198656855527	2.0221318931877	144.094483658657	1.65093956486662	16.5709914881282	0	28.1819697575895	0	3.6180799999853
TRPC1	0	54.1859866111214	0.717176774402298	19.1204535431185	409.07211306153	3.19136025398428	56.4803634346346	0	0	91.3588736598702	14.0329863013662	0.75322688582401	3.70759826545855	75.1519193535719	18.7064245914091	0
PCOLCE2	0	0.622827432311741	0	0	2.21120061114341	0.638272050796856	0	0	0	0	0	0	0	46.9699495959825	0	16.6431679999324
PAQR9	0	0	0	0	0	0	0	0	0	0	0.825469782433308	0	1.85379913272927	9.39398991919649	0	0
U2SURP	8725.16264614355	5755.54830199279	4253.57544898003	3496.10139015328	12016.7697212588	3312.63194363568	2947.48687319349	3671.71497192584	6393.98104625951	3785.82259385657	3057.54007413297	3702.11014382501	16831.5692256154	15152.5057396639	5199.57271360342	4010.27987198371
CHST2	2.9684155067397	17.4391681047287	25.8183638784827	2.94160823740284	38.6960106950096	13.403713066734	9.1944777684289	0.729673086630732	160.759485508422	3.71377535202724	31.3678517324657	21.0903528030723	18.5379913272927	0	0	2.89446399998824
SLC9A9	182.062817746702	277.781034811036	387.275458177241	152.963628344948	985.089872264388	397.005215595645	196.36777519716	213.064541296174	257.821816381432	94.329893941492	174.999593875861	473.779711183303	330.903145192175	37.575959676786	113.865193165099	93.3464639996208
DIPK2A	667.893489016432	696.321069324526	462.579019489483	516.252245664199	4243.2939727842	499.128743723142	266.639855284438	264.141657360325	488.34485220483	352.808658442588	515.093144238384	477.545845612423	950.072055523752	112.727879030358	341.595579495297	216.361183999121
PLOD2	0	0	31.5557780737011	2.94160823740284	0	1.27654410159371	0	0	0	0.742755070405449	0	0.75322688582401	0	18.787979838393	0	2.17084799999118
PLSCR4	0	0	0	0	0	0	0	0	2.0221318931877	0	0	1.50645377164802	0	28.1819697575895	0	0
PLSCR2	0	2.49130972924696	0	16.1788453057156	0	14.0419851175308	0	0	0	0	0	9.79194951571214	0	28.1819697575895	0	5.06531199997942
PLSCR1	2912.01561211164	10054.9260672407	7315.20309890344	7655.53543784089	2420.15906889646	3103.27871097432	2223.0933747237	2939.12319294859	2894.68180509819	8865.52452035943	7092.43637066698	7334.17018726839	2331.15240940706	13968.8630098452	8528.50296806592	5076.16623997938
PLSCR5	0	0	0	0	0	0	0	0	0	0	0	11.2984032873602	0	18.787979838393	0	0
ZIC4	0	0	0	4.41241235610426	0	0	0	0	0	0	0	1.50645377164802	0	9.39398991919649	0	0
ZIC1	0	0	0	0	0	0	0	0	0	0	0.825469782433308	0	0	37.575959676786	0	0
AGTR1	0	0	0	0	0	0	0	0	0	0	0	0	0	9.39398991919649	0	0.72361599999706
