dualCAR_CD8_monomer_1	dualCAR_CD8_monomer_2	dualCAR_CD8_monomer_3	dualCAR_CD8_monomer_4	dualCAR_CD8_control_1	dualCAR_CD8_control_2	dualCAR_CD8_control_3	dualCAR_CD8_control_4	dualCAR_CD8_V9_Mb_1	dualCAR_CD8_V9_Mb_2	dualCAR_CD8_V9_Mb_3	dualCAR_CD8_V9_Mb_4	dualCAR_CD8_V7_1	dualCAR_CD8_V7_2	dualCAR_CD8_V7_3	dualCAR_CD8_V7_4
RCBTB1	874.693102652631	358.125773579251	86.0612129282758	26.4744741366256	3557.82178332974	423.812641729113	277.147829876928	569.145007571971	553.053072786836	496.903142101245	241.037176470526	586.763744056904	611.75371380066	103.333889111161	383.888365528048	97.6881599996032
ARL11	0.989471835579899	0	0	0	0	0.638272050796856	0	43.0507121112132	0	0	19.8112747783994	0	0	37.575959676786	10.5731965081878	0
EBPL	118.736620269588	156.329685510247	119.768521325184	13.2372370683128	145.939240335465	42.7642274033894	31.5239237774705	29.91659655186	261.866080167807	89.1306084486538	78.4196293311643	71.556554153281	228.017293325701	28.1819697575895	36.5995263744961	83.939455999659
KPNA3	1556.43919736718	782.894082415858	866.349543477977	583.909235124464	3144.32726904593	891.027782912412	585.819583531327	758.13033700933	1528.7317112499	768.751497869639	459.786668815353	1010.07725389	2102.208216515	169.091818545537	730.363881873278	167.155295999321
SPRYD7	34.6315142452965	39.8609556679514	12.9091819392414	264.744741366256	46.4352128340116	84.2519107051851	279.774823525051	187.525983264098	203.224255265364	17.0833666193253	107.31107171633	311.83593073114	45.4180787518672	9.39398991919649	60.1858878158381	263.39622399893
TRIM13	622.377784579757	640.889427848781	477.639731751931	280.923586671971	1188.52032848958	804.222784004039	695.496568340443	627.518854502429	2152.55940029831	1041.34260870844	541.50817727625	939.273926622541	386.517119174053	2198.19364109198	675.057930907373	825.645855996646
KCNRG	0	0	27.2527174272873	11.7664329496114	60.8080168064437	23.6160658794837	9.85122618045953	34.2946350716444	4.0442637863754	34.9094883090561	9.9056373891997	25.6097141180164	1.85379913272927	0	7.31990527489923	4.34169599998236
DLEU7	0	0	0	0	0	0	1.31349682406127	0.729673086630732	0	0	0	0	0	46.9699495959825	0	1.44723199999412
RNASEH2B	890.52465202191	398.609556679514	360.022740749954	864.832821796435	1775.59409074816	771.670909413399	830.129992806723	765.427067875638	1349.77303870279	470.906714637054	639.739081385814	1147.16454710997	895.384981108239	1596.9782862634	376.568460253149	240.240511999024
C13orf42	0	0	0	2.94160823740284	0	0	0	0	0	0	0	1.50645377164802	0.926899566364636	37.575959676786	0	26.0501759998942
FAM124A	0	0	0	0	0	0	0	0	0	0	0	5.27258820076807	0	28.1819697575895	0	73.0852159997031
SERPINE3	0	0	0	0	0	0	1.31349682406127	0	0	0	4.12734891216654	0	0	0	0	0
INTS6	4046.93980752179	2126.33285391228	1941.39752830702	1534.04869580558	7126.6995697152	2230.76081753501	1508.55110243437	1481.96603894702	4309.16306438299	1772.95635305781	1533.72285576109	1090.67253067317	5594.76578257695	2141.8297015768	1407.86178120562	1925.54217599218
WDFY2	256.273205415194	143.2503094317	400.901816890885	205.912576618199	229.964863558914	248.926099810774	141.200908586587	233.495387721834	478.234192738891	293.388252810152	167.570365833962	236.513242148739	534.821049792395	103.333889111161	77.2656667906029	134.592575999453
DHRS12	3.9578873423196	0	4.30306064641379	22.0620617805213	2.21120061114341	24.8926099810774	58.4506086707266	51.806789150782	0	5.19928549283814	9.9056373891997	3.76613442912005	8.34209609728173	347.57762701027	0.813322808322136	67.2962879997266
TMEM272	0	0	0	1.47080411870142	0	0	1.31349682406127	3.64836543315366	0	0	0.825469782433308	0	0	9.39398991919649	0	0
CCDC70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP7B	0	0	0.717176774402298	4.41241235610426	0	1.27654410159371	19.7024523609191	0	92.0070011400404	0	0.825469782433308	9.79194951571214	0	9.39398991919649	2.43996842496641	0.72361599999706
ALG11	552.125284253584	498.261945849392	318.426487834621	177.967298362872	250.971269364777	295.519959518945	130.692933994096	199.20075265019	318.485773177063	376.576820695562	135.377044319063	152.905057822274	487.549171907799	3635.47409872904	365.181940936639	73.0852159997031
UTP14C	618.419897237437	229.823322523032	192.203375539816	198.558556024692	610.29136867558	221.480401626509	130.692933994096	100.694885955041	877.605241643462	394.402942385293	320.282275584124	545.336265336584	477.353276677788	46.9699495959825	237.490260030064	88.2811519996414
NEK5	25.7262677250774	0	3.58588387201149	5.88321647480568	1.1056003055717	3.19136025398428	7.88098094436763	0	68.7524843683818	1.4855101408109	2.47640934729992	85.1146380981132	37.0759826545855	28.1819697575895	23.5863614413419	0
NEK3	56.3998946280543	47.3348848556923	22.9496567808735	0	88.4480244457363	1.27654410159371	155.649373651261	70.778289403181	17.1881210920955	0	19.8112747783994	84.3614112122892	12.9765939291049	46.9699495959825	65.879147474093	167.878911999318
THSD1	0	9.96523891698785	0	1.47080411870142	0	1.91481615239057	0	4.37803851978439	0	0.742755070405449	0	0.75322688582401	0.926899566364636	0	1.62664561664427	0.72361599999706
VPS36	383.915072205001	914.933498065947	1131.70495000683	1003.08840895437	2236.62941817156	1488.45042245827	1142.08548852128	1367.40736434599	1729.93383462208	1460.25646841711	743.748273972411	1180.30653008622	497.74506713781	1634.55424594019	812.509485513814	478.310175998057
CKAP2	1192.31356187378	1993.04778339757	1427.89895783498	2010.58923026484	7005.08353610231	3536.66543346538	3667.28313277907	3486.37800792164	2035.27575049342	1698.68084601726	2118.15546172387	3276.53695333445	1295.80559377776	2930.92485478931	1886.09559249903	2366.94793599038
HNRNPA1L2	446.251797846535	82.2132210651498	19.3637729088621	16.1788453057156	44.2240122228681	116.803785295825	107.706739573024	92.6684820021029	269.954607740558	33.4239781682452	75.1177502014311	16.5709914881282	155.719127149259	65.7579294343754	65.879147474093	13.7487039999441
SUGT1	1584.14440876342	1380.80841743513	1238.56428939277	975.143130699042	2645.70153123309	1685.0382141037	1400.18761444931	1300.27744037596	1423.58085280414	1019.80271166668	1022.75706043487	960.364279425613	1597.04795284627	6613.36890311433	1212.66430720831	754.731487996934
CNMD	0	0	0	0	0	0	0	0	0	0	0	1.50645377164802	0	9.39398991919649	0	0
PCDH8	0	0	0	0	0	1.27654410159371	0	4.37803851978439	0	0	0	0	0	0	0	0.72361599999706
OLFM4	0	0	0	0	0	0	0	0	0	0	0	0	0	46.9699495959825	0	0
PRR20A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH17	0.989471835579899	1.24565486462348	0.717176774402298	7.3540205935071	0	0.638272050796856	1.31349682406127	0	0	0	0	2.25968065747203	0.926899566364636	37.575959676786	0	0
DIAPH3	497.704333296689	193.699331448951	241.688572973575	413.295957355099	832.517030095493	454.449700167362	542.474188337305	264.141657360325	304.330849924749	333.497026612046	166.744896051528	383.392484884421	770.253539649013	8529.74284663042	202.517379272212	427.657055998263
TDRD3	942.966659307644	138.890517405518	256.749285236023	288.277607265478	778.342615122479	448.70525171019	262.042616400224	256.844926494018	167.836947134579	355.036923653804	172.523184528561	195.085763428419	438.423494890473	84.5459092727684	235.863614413419	115.054943999533
PCDH20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH9	0.989471835579899	0	0.717176774402298	2.94160823740284	1.1056003055717	0	0	0.729673086630732	2.0221318931877	123.297341687304	2.47640934729992	67.0371928383369	91.763057070099	197.273788303126	0.813322808322136	2.17084799999118
KLHL1	0	0	0	0	0	0	0	0	1.01106594659385	0	0	13.5580839448322	1.85379913272927	28.1819697575895	0	0
DACH1	0	0	0	1.47080411870142	0	0	0	0	0	0	0	1.50645377164802	0	9.39398991919649	0	0.72361599999706
MZT1	926.145638102786	570.509927997554	654.782395029299	1606.11809762195	1439.49159785436	328.071834109584	1229.43302732135	1334.57207544761	1617.70551455016	648.425176463957	477.121534246452	1528.29735133692	1542.36087843076	2545.77126810225	553.872832467375	1300.33795199472
BORA	835.114229229435	705.663480809202	297.628361376954	473.598926221857	656.726581509592	712.949880740089	370.406104385278	410.076274686471	416.559169996666	392.917432244482	379.716099919322	351.003728793989	969.53694641741	18.787979838393	329.395737370465	296.682559998795
DIS3	1195.28197738052	797.219113359028	1005.48183771202	730.989646994606	4646.83808431787	1171.22921321223	683.675096923891	515.149199161297	2916.92525592326	806.632006460317	884.903606768506	647.775121808649	2443.30725693718	300.607677414288	894.65508915435	469.626783998092
PIBF1	525.409544692927	708.154790538449	315.557780737011	632.445771041611	597.02416500872	551.467051888484	402.58677657478	523.175603114235	346.795619681691	381.776106188401	364.032174053089	427.079644262214	848.113103223642	817.277122970095	849.922334696632	534.752223997828
KLF5	18.7999648760181	0	2.1515303232069	10.2956288309099	0	0	7.22423253233699	21.890192598922	3.03319783978155	2.97102028162179	33.0187912973323	7.5322688582401	6.48829696455245	9.39398991919649	45.5460772660396	0
KLF12	920.208807089307	284.632136566465	244.557280071184	204.441772499497	2022.14295889065	344.666907430302	246.280654511488	410.805947773102	960.512649264158	634.312830126253	352.475597099023	569.439525682952	802.695024471775	178.485808464733	204.957347697178	193.205471999215
TBC1D4	678.777679207811	286.500618863401	121.920051648391	29.4160823740284	39.8016110005813	294.243415417351	231.832189446814	206.497483516497	326.574300749814	307.500599147856	310.376638194924	358.535997652229	596.923320738826	56.3639395151789	571.765934250462	445.023839998192
COMMD6	262.210036428673	1625.57959833364	1589.9809088499	1685.54152003183	595.918564703148	1481.4294298995	1160.47444405813	1240.44424727224	449.924346234264	1453.57167278346	1527.11909750162	2567.75045377405	516.283058465102	5457.90814305316	1638.8454587691	1307.57411199469
UCHL3	117.747148434008	57.3001237726801	83.1925058306666	182.379710718976	156.995243391182	49.7852199621548	114.274223693331	75.1563279229654	152.670957935671	97.3009142231138	113.089360193363	139.346973877442	156.646026715624	695.15525402054	139.891523031407	164.98444799933
LMO7	80.1472186819719	77.2306016066558	196.50643618623	126.489154208322	252.076869670348	123.186505803793	170.754587127965	118.207040034179	286.13166288606	46.7935694355433	251.768283642159	266.6423175817	477.353276677788	122.121868949554	92.7188001487235	13.7487039999441
KCTD12	159.304965528364	0	0	20.5912576618199	0	0	0	40.1320197646903	0	38.6232636610833	4.12734891216654	25.6097141180164	0	0	0	1.44723199999412
ACOD1	0	0	0	7.3540205935071	4.42240122228682	0	0	0	0	0	0	0.75322688582401	0	18.787979838393	0.813322808322136	0
CLN5	69.263028490593	19.307650401664	14.343535488046	22.0620617805213	164.734445530184	36.3815068954208	69.6153316752474	100.694885955041	60.663956795631	63.8769360548686	11.5565769540663	55.7387895509768	45.4180787518672	131.515858868751	35.786203566174	69.4671359997178
FBXL3	1871.09124108159	896.248675096595	844.117063471505	780.996987030454	2704.29834742839	1060.80814842438	870.848394352623	630.437546848952	1683.42480107876	773.950783362477	905.540351329339	493.363610214727	1873.26402362293	159.69782862634	853.175625929921	417.526431998304
MYCBP2	1317.97648499243	1221.36459476332	782.439860872908	1220.76741852218	3513.59777110687	919.75002519827	819.622018214233	672.028912786904	2594.39521895982	1150.52760405804	1220.04433843643	894.0803134731	2202.31336968238	892.429042323667	739.310432764822	573.103871997672
SCEL	0	0	0.717176774402298	10.2956288309099	0	0	0	0	0	0	0	3.76613442912005	1.85379913272927	37.575959676786	0	8.68339199996473
SLAIN1	502.651692474589	122.697004165413	116.899814227575	241.211875467033	2484.28388661962	192.758159340651	114.930972105361	158.339059798869	627.871952834781	277.790396331638	264.150330378659	294.511712357188	725.76236046351	103.333889111161	56.9325965825495	319.838271998701
EDNRB	0	0	0	1.47080411870142	0	0	0	0	0	0	0	1.50645377164802	0	37.575959676786	0	20.2612479999177
POU4F1	0	0	21.515303232069	2.94160823740284	0	0	0	0	0	0	0	0	0	18.787979838393	0	0
OBI1	1643.51271889821	992.164099672603	643.307566638862	455.94927679744	1048.10908968198	732.098042263994	400.616531338688	505.663449035097	1078.80736501564	742.012315335043	616.625927477681	633.463810977993	2477.60254089267	84.5459092727684	701.897583582004	543.435615997792
RBM26	3821.34022900957	2957.18464861614	2894.52546148768	2394.46910524591	9022.80409377067	1822.90497707582	1494.1026373697	1465.91323104114	3283.94219453683	2004.69593502431	1763.20345527755	2447.23415204221	3700.18306892763	2113.64773181921	2272.42392645205	3371.3269439863
NDFIP2	3653.13001696099	7236.63193603011	7578.40697510909	6758.34492543303	3617.52419983061	2357.77695564359	2458.20930623067	2302.11858831996	2975.5670808257	4815.28112143852	4764.61158420505	5501.56917405857	7037.02150784032	31422.8962797123	5655.03348626381	5381.53219197814
SPRY2	0	0	13.6263587136437	0	0	0	0	0	0	40.1087738018942	2.47640934729992	0	1.85379913272927	37.575959676786	41.4794632244289	0
SLITRK1	0	0	0.717176774402298	1.47080411870142	2.21120061114341	0	0	0	1.01106594659385	0.742755070405449	0	0.75322688582401	0	28.1819697575895	0	0
SLITRK6	0	0	0	0	0	0	0	0	0	0	0	0	0	46.9699495959825	0	0
SLITRK5	0	0	0	2.94160823740284	1.1056003055717	0	0	0	2.0221318931877	0.742755070405449	0	115.243713531074	0	103.333889111161	0	0
GPC5	0	1.24565486462348	0	0	0	0	0	0	1.01106594659385	0	0	0	0	18.787979838393	0	59.336511999759
GPC6	0	0	0.717176774402298	1.47080411870142	0	0	0	0	0	2.97102028162179	0	1.50645377164802	0	56.3639395151789	0	0.72361599999706
DCT	0	0	5.73741419521839	0	0	0	0	0	0	0	0	0	0	37.575959676786	0.813322808322136	0
TGDS	627.325143757656	1591.94691698881	1564.87972174582	1425.20919102168	1236.06114162916	986.130318481143	999.571083110627	1152.15380378993	1000.95528712791	912.103226457891	1208.48776148236	1297.05669738895	508.867861934185	8247.92314905452	1549.37994985367	608.561055997528
GPR180	978.587645388521	346.914879797639	464.013373038287	151.492824226246	1028.20828418168	368.921245360583	153.022380003138	175.121540791376	2069.65199267761	339.43906717529	248.466404512426	705.020365131274	939.876160293741	178.485808464733	524.593211367778	99.8590079995944
SOX21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44723199999412
ABCC4	204.820669965039	29.2728893186518	43.0306064641379	350.051380250938	322.835289226938	233.607570591649	103.76624910084	8.75607703956878	38.4205059705663	129.239382250548	41.2734891216654	91.1404531847053	181.672315007469	103.333889111161	34.9728807578519	105.647935999571
CLDN10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DZIP1	0	0	5.73741419521839	8.82482471220852	0	0	0	0	2.0221318931877	0	0	0	0	37.575959676786	0	1.44723199999412
DNAJC3	3042.62589440819	1925.15959327559	1804.41676439618	1651.71302530169	3220.61369013037	1918.00751264455	1328.60203753798	1612.57752145392	2425.54720587865	2002.46766981309	1505.65688315835	1029.66115292142	3905.95477266058	22038.300350435	1940.58822065662	1773.5828159928
UGGT2	0	7.47392918774089	0	0	0	0	0	0.729673086630732	1.01106594659385	5.94204056324359	0.825469782433308	19.5838990314243	0	37.575959676786	0.813322808322136	0.72361599999706
HS6ST3	0	2.49130972924696	0	5.88321647480568	0	0	0	0	0	0	0	0.75322688582401	0	46.9699495959825	0	0
OXGR1	0	0	0	0	0	0	0	0	1.01106594659385	0	0	0	0	0	0	1.44723199999412
MBNL2	707.472362439628	295.843030348077	448.952660775839	239.741071348332	1460.49800366022	341.475547176318	325.747212367195	749.374259969762	540.92028142771	786.57761955937	286.438014504358	418.040921632326	627.511006428859	84.5459092727684	308.24934435409	308.984031998745
RAP2A	1431.76574608411	156.952512942559	554.377646612977	372.113442031459	2961.90321862659	716.141240994073	358.584632968727	477.206198656499	1451.89069930877	725.671703786123	355.777476228756	661.333205753481	1368.1037599542	131.515858868751	395.274884844558	154.853823999371
IPO5	4091.46604012288	1841.07788991351	1493.87922107999	1581.11442760403	1815.39570174874	1421.4318571246	869.534897528561	1201.04190059418	3493.23284548175	1772.95635305781	1111.90779693767	1634.5023422381	4749.4333780524	319.395657252681	1279.35677749072	1242.44867199495
FARP1	0	20.5533052662874	81.758152281862	7.3540205935071	18.795205194719	14.0419851175308	57.1371118466653	26.2682311187063	37.4094400239725	4.45653042243269	21.462214343266	149.138923393154	0.926899566364636	281.819697575895	8.9465508915435	0
RNF113B	0	0	0	0	0	0	0	0	0	0	0	0	0	9.39398991919649	0	0
STK24	3.9578873423196	298.334340077324	263.921052980046	261.803133128853	111.665630862742	354.879260243052	239.713170391182	360.458504795582	81.8963416741019	377.319575765968	252.593753424592	250.071326093571	29.6607861236684	56.3639395151789	541.672990342543	194.652703999209
SLC15A1	0	0.622827432311741	0	0	0	0	0	0	0	0	0	7.5322688582401	0	46.9699495959825	0.813322808322136	0
DOCK9	406.672924423339	538.745728949656	362.174271073161	429.474802660815	741.857805038613	610.188080561795	382.88432421386	423.940063332455	364.99480672038	311.214374499883	395.400025785555	300.53752744378	479.207075810517	272.425707656698	372.501846211538	98.4117759996002
UBAC2	276.062642126792	334.458331151405	778.136800226494	576.555214530957	641.248177231588	326.157017957194	852.459438815765	974.113570652027	169.859079027767	369.892025061913	812.262265914375	421.807056061446	415.251005731357	5739.72784062906	973.547401561597	360.360767998536
GPR18	1194.29250554494	1741.42550074363	693.509940847023	1142.814800231	3774.5194432218	644.016499254028	424.25947417179	520.986583854343	1062.63030987014	867.537922233564	491.979990330252	617.646046375689	3125.50533778155	9177.92815105497	1442.83466196347	1054.30851199572
GPR183	10104.4863849419	5778.59291698833	6104.60870371236	6589.20245178236	26682.5577746675	4844.48486554814	3264.03960779226	3587.07289387668	8451.500247578	4280.4974707466	3862.37311200545	5472.19332551144	16179.0319308947	5946.39561885138	3568.04716010921	4803.36300798049
TM9SF2	2357.9113841869	1352.7811829811	1204.13980422146	2370.93623934669	4067.5035241983	1006.55502410664	2979.66754538299	2961.01338554751	1632.87150374907	1769.98533277618	1404.12409991906	1616.42489697833	2541.55861097183	347.57762701027	1333.03608283998	4128.95289598323
CLYBL	6.9263028490593	9.96523891698785	4.30306064641379	25.0036700179241	111.665630862742	59.9975727749045	152.365631591107	153.961021279084	5.05532973296925	39.3660187314888	70.1649315068312	27.1161678896644	42.6373800527733	46.9699495959825	39.0394947994625	50.6531199997942
ZIC5	0	0	0	0	0	0	0	0	0	0	0	0	0	18.787979838393	0	0
ZIC2	0	1.24565486462348	0	0	0	0	0	0	0	8.91306084486538	0	30.1290754329604	0.926899566364636	0	0	0
PCCA	125.662923118647	10.5880663492996	62.394379373	50.0073400358483	42.0128116117247	8.29753666035913	123.468701461759	37.9430005047981	5.05532973296925	96.5581591527083	3.30187912973323	3.01290754329604	126.985240591955	75.1519193535719	8.13322808322136	99.8590079995944
GGACT	0.989471835579899	3.73696459387044	20.7981264576667	0	39.8016110005813	2.55308820318743	25.6131880691948	4.37803851978439	0	11.8840811264872	34.6697308621989	1.50645377164802	0	18.787979838393	10.5731965081878	0
TMTC4	137.536585145606	285.877791431089	75.3035613122413	164.730061294559	123.827234224031	74.6778299432322	182.576058544517	138.637886459839	116.272583858293	236.196112388933	156.013788879895	107.711444672833	289.192664705767	56.3639395151789	156.971302006172	24.6029439999001
NALCN	0	0	0	0	0	0	0	0	0	0	0	2.25968065747203	0	75.1519193535719	1.62664561664427	31.1154879998736
ITGBL1	0	0	0	0	0	0	0	0	0	0	0	8.28549574406411	0	0	0	0
FGF14	0	0	0	0	0	5.74444845717171	0	0	1.01106594659385	3.71377535202724	0	9.79194951571214	0	37.575959676786	0	1.44723199999412
TPP2	1099.30320932927	585.457786373036	1273.70595133848	848.65397649072	4975.20137507267	1749.50369123418	1580.79342775774	1489.26276981332	1173.84756399546	978.951182794381	766.861427880543	1046.98537129537	2456.28385086629	1521.82636690983	1293.99658804052	1829.30124799257
METTL21C	0	0	0	0	0	0	7.22423253233699	0.729673086630732	0	0	0	0	0	0	0	0
CCDC168	120.715563940748	1.86848229693522	73.1520309890344	7.3540205935071	2.21120061114341	0	41.37514995793	5.10771160641512	301.297652084968	0.742755070405449	0	54.2323357793287	0	281.819697575895	72.3857299406701	109.266015999556
TEX30	1842.39655784977	1745.78529276981	2634.19029237964	2957.78708270856	556.116953702567	1284.20336620328	1330.57228277407	1197.39353516103	1040.38685904507	1660.05758235618	1844.92496373844	2429.90993366826	1693.44550774819	13236.1317961479	2429.39522845822	1980.53699199195
POGLUT2	81.1366905175518	94.0469422790728	79.6066219586551	4.41241235610426	422.339316728391	15.9568012699214	31.5239237774705	94.1278281753644	393.304653225008	265.906315205151	35.4952006446323	106.958217787009	431.935197925921	37.575959676786	60.9992106241602	159.91913599935
BIVM	354.230917137604	634.038326093352	210.849971674276	679.511502840056	674.416186398739	249.564371861571	288.96930129348	373.592620354935	591.473578757403	585.290995479493	328.536973408457	562.660483710536	367.979127846761	103.333889111161	310.689312779056	138.934271999436
BIVM-ERCC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC5	884.58782100843	373.696459387044	413.093822055724	245.624287823137	1289.12995629661	726.991865857619	617.343507308797	536.309718673588	963.54584710394	476.848755200298	415.211300563954	467.75389609671	793.426028808129	65.7579294343754	344.035547920264	486.993567998022
METTL21EP	0	0	69.566147117023	0	0	0	0	0	1.01106594659385	0	0	0	0	18.787979838393	1.62664561664427	0
SLC10A2	0	0	0	0	0	1.27654410159371	0	0	1.01106594659385	2.97102028162179	0	0.75322688582401	0	28.1819697575895	0	1.44723199999412
DAOA	0	0	0	0	1.1056003055717	0	0	0	0	0	0	1.50645377164802	0	37.575959676786	0	0
EFNB2	0	0	0	1.47080411870142	0	0	0	0	0	0	0	0.75322688582401	0	37.575959676786	0	0
ARGLU1	3427.53043844877	2030.41742933627	1917.73069475175	1725.25323123677	8818.26803723991	2359.05349974518	1245.19498921008	1475.39898116734	4287.93067950452	2130.22154192283	1875.46734568848	1905.66402113475	4088.55398723441	10568.2386590961	1412.74171805555	1256.1973759949
NALF1	2.9684155067397	0	0	1.47080411870142	1.1056003055717	0	0	0	2.0221318931877	0	0	0.75322688582401	0	37.575959676786	0	0
LIG4	2234.22740473941	538.122901517344	958.148170601471	654.507832822132	2828.12558165242	795.92524734368	254.818383867887	585.197815477847	1610.628052924	1088.13617814398	667.805053988546	934.754565307597	2314.4682172125	122.121868949554	917.42812778737	556.46070399774
ABHD13	1093.36637831579	81.590393632838	322.012371706632	563.317977462644	1508.0388167998	184.460622680291	225.264705326508	238.603099328249	614.728095529061	531.812630410301	400.352844480154	476.792618726599	532.040351093301	84.5459092727684	537.606376300932	449.365535998175
TNFSF13B	59.368310134794	206.778707527498	83.9096826050689	167.671669531962	1585.43083818982	173.609997816745	109.676984809116	312.300081077953	388.249323492039	127.753872109737	84.1979178081974	209.397074259075	227.090393759336	5636.3939515179	527.033179792744	178.733151999274
MYO16	0	0	0	2.94160823740284	0	0	0	0	2.0221318931877	0	1.65093956486662	5.27258820076807	0	37.575959676786	0	3.6180799999853
IRS2	52.4420072857347	39.2381282356396	0.717176774402298	141.197195395336	526.265745452131	94.4642635179348	49.9128793143283	148.123636586039	198.168925532395	15.5978564785144	51.1791265108651	0.75322688582401	145.523231919248	28.1819697575895	16.2664561664427	3.6180799999853
COL4A1	0	0	2.86870709760919	7.3540205935071	0	0	0	0	0	0	0	0	0	56.3639395151789	0	1.44723199999412
COL4A2	0	0	0	20.5912576618199	0	0	0	0	0	0	1.65093956486662	0	0	65.7579294343754	0	0
RAB20	0	0	0	0	0	0	3.28374206015318	0	0	0	0	2.25968065747203	0	0	0	0
NAXD	68.2735566550131	62.9055706634858	415.245352378931	201.500164262095	84.0256232234495	125.101321956184	422.289228935699	240.062445501511	157.726287668641	99.5291794343301	513.442204673518	154.411511593922	126.985240591955	9.39398991919649	322.889154903888	462.390623998122
CARS2	30.6736269029769	36.1239910740809	27.2527174272873	89.7190512407866	29.851208250436	67.6568373844668	70.272080087278	156.879713625607	63.6971546354126	19.3116318305417	36.3206704270656	82.8549574406411	25.0262882918452	554.245405232593	52.8659825409389	182.351231999259
ING1	127.641866789807	105.880663492996	74.586384537839	98.5438759529952	95.0816262791665	95.7408076195285	80.7800546797682	80.2640395293805	267.93247584737	59.4204056324359	57.7828847703316	98.6727220429454	104.739650999204	140.909848787947	52.8659825409389	181.627615999262
ANKRD10	3078.24688048907	3117.87412615257	3514.88337134566	1119.28193433178	6169.24970509011	3334.33319336278	2368.23477378247	2331.30551178519	3080.71793927146	3262.92302429114	2421.10287187689	1660.86528324194	3623.25040491936	28144.3937979127	3228.07822623056	2348.85753599046
ARHGEF7	250.336374401715	401.723693841073	341.376144615494	444.182843847829	160.312044307897	405.302752256004	509.636767735773	482.313910262914	354.884147254442	393.660187314888	804.007568090042	223.708385089731	378.175023076772	93.9398991919649	386.328333953015	560.802399997722
TEX29	0	0	0	27.945278255327	0	0.638272050796856	4.59723888421445	10.945096299461	0	0	0	15.8177646023042	0	9.39398991919649	1.62664561664427	0
SOX1	0	0	0	0	0	0	0	0	1.01106594659385	0	0	0.75322688582401	0	0	0	0
SPACA7	0	0	0	0	0	0	0	0	1.01106594659385	0	0	0	0	9.39398991919649	0	0
TUBGCP3	60.3577819703739	167.540579291858	177.142663277368	101.485484190398	283.033678226356	229.777938286868	220.667466442294	157.609386712238	200.191057425582	581.577220127466	263.324860596225	320.121426475204	220.602096794783	46.9699495959825	255.383361813151	206.230559999162
ATP11A	97.9577117224101	50.449022017251	43.7477832385402	102.956288309099	643.459377842732	185.098894731088	125.438946697851	145.204944239516	98.0733968196035	158.949585066766	166.744896051528	89.6339994130572	380.028822209501	244.243737899109	200.890733655568	81.7686079996678
MCF2L	0	0.622827432311741	0	1.47080411870142	0	0	0	0	0	0	9.9056373891997	3.01290754329604	0	103.333889111161	1.62664561664427	0.72361599999706
F7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F10	0	0	0	0	0	0	0	0	0	0	0	0.75322688582401	0	0	0	0
PROZ	0	0	0	2.94160823740284	3.31680091671511	0	0	0	0	0	0	0	0	0	0	1.44723199999412
PCID2	269.136339277733	1121.08937816113	953.845109955057	808.942265285781	149.25604125218	1004.64020795425	828.159747570631	1038.32480227553	258.832882328026	1097.79199405925	942.686491538838	1049.99827883867	173.330218910187	13320.6777054206	957.280945395154	620.138911997481
CUL4A	848.966834927554	1098.0447631656	871.369780898793	1017.79645014138	2608.11112084365	1183.35638217737	899.745324481971	558.19991127251	1502.44399663846	1213.6617850425	902.238472199606	880.522229528268	1373.66515735239	1108.49081046519	943.454457653678	727.957695997043
LAMP1	151.389190843725	242.902698601579	198.657966509437	119.135133614815	96.1872265847382	150.632203988058	194.397529961068	166.365463751807	185.025068226675	208.714174783931	151.060970185295	219.942250660611	116.789345361944	28.1819697575895	225.290417905232	158.471903999356
GRTP1	0	0	0	0	0	5.10617640637485	8.53772935639826	0	0	0	0	0	0.926899566364636	0	0	0
ADPRHL1	0	0.622827432311741	0	19.1204535431185	0	0	2.62699364812254	0	0	11.1413260560817	12.3820467364996	19.5838990314243	2.78069869909391	0	0	2.17084799999118
DCUN1D2	28.6946832318171	98.406734305255	41.5962529153333	175.025690125469	27.6400076392926	107.229704533872	229.205195798692	233.495387721834	39.4315719171602	119.583566335277	102.35825302173	109.971125330306	9.26899566364636	140.909848787947	35.786203566174	253.265599998971
TMCO3	272.104754784472	49.8261945849392	144.869708429264	69.1277935789667	320.624088615794	166.58900525798	199.651517257313	172.932521531483	110.20618817873	176.032951686091	96.5799645446971	96.4130413854733	203.91790460022	131.515858868751	173.237758172615	256.160063998959
